txn_id,ts,customer_id,merchant_id,device_id,pm_id,amount,status,is_abuse,scenario_id,split
T6175,2026-01-08 16:41:36,C910,M95,D720,P1592,76.3007632060852,success,0,background,train
T6176,2026-01-08 16:47:38,C1170,M23,D435,P308,3.7241672238463503,failed,0,background,train
T6177,2026-01-08 16:54:41,C1634,M82,D141,P1656,8.372839581301834,success,0,background,train
T6178,2026-01-08 16:55:59,C163,M98,D202,P732,5.304472421615361,success,0,background,train
T6179,2026-01-08 16:56:07,C1971,M83,D431,P253,7.289873979649811,success,0,background,train
T6180,2026-01-08 16:59:09,C635,M12,D677,P2152,118.99159873023929,failed,0,background,train
T6181,2026-01-08 16:59:43,C575,M54,D359,P1038,46.20036216288861,failed,0,background,train
T6182,2026-01-08 17:01:02,C1972,M77,D581,P1741,60.66136679126555,success,0,background,train
T6183,2026-01-08 17:03:46,C1776,M8,D841,P476,158.57002080229893,success,0,background,train
T6184,2026-01-08 17:06:57,C1407,M73,D460,P1002,27.363640275727228,success,0,background,train
T6185,2026-01-08 17:08:20,C1812,M59,D170,P2171,117.73091278668932,success,0,background,train
T6186,2026-01-08 17:11:13,C823,M18,D467,P422,8.126257114668581,success,0,background,train
T6187,2026-01-08 17:15:35,C842,M11,D7,P1492,10.196178962529913,success,0,background,train
T6188,2026-01-08 17:17:05,C951,M0,D557,P1449,50.40553606232477,success,0,background,train
T6189,2026-01-08 17:19:01,C579,M91,D762,P845,31.984984118394102,success,0,background,train
T6190,2026-01-08 17:19:25,C164,M5,D939,P1266,12.276929729848757,success,0,background,train
T6191,2026-01-08 17:20:25,C1515,M62,D393,P825,64.27497471953207,success,0,background,train
T6192,2026-01-08 17:23:28,C1812,M97,D607,P1627,55.48210631725563,success,0,background,train
T6193,2026-01-08 17:24:00,C1220,M82,D807,P498,6.814413016917196,success,0,background,train
T6194,2026-01-08 17:29:09,C1061,M36,D564,P1620,35.783546366964515,success,0,background,train
T6195,2026-01-08 17:30:23,C240,M29,D935,P814,32.473736526705025,success,0,background,train
T6196,2026-01-08 17:30:31,C1077,M31,D659,P1951,29.39112231882278,success,0,background,train
T6197,2026-01-08 17:31:39,C842,M1,D646,P1059,678.0897718886779,success,0,background,train
T6198,2026-01-08 17:37:07,C617,M26,D807,P1426,22.037715147378258,success,0,background,train
T6199,2026-01-08 17:37:25,C572,M61,D918,P422,5.139505645035051,success,0,background,train
T6200,2026-01-08 17:37:27,C1431,M28,D260,P1824,50.112212996693366,success,0,background,train
T6201,2026-01-08 17:41:32,C97,M17,D330,P1182,126.38409715614551,success,0,background,train
T6202,2026-01-08 17:41:58,C619,M73,D165,P2291,6.485666485724909,success,0,background,train
T6203,2026-01-08 17:46:11,C943,M2,D151,P2096,63.25342474992055,success,0,background,train
T6204,2026-01-08 17:46:52,C1853,M47,D368,P687,27.181063469793518,failed,0,background,train
T6205,2026-01-08 17:48:05,C140,M44,D91,P1845,64.93922175647022,success,0,background,train
T6206,2026-01-08 17:53:39,C1251,M95,D916,P2253,143.35309192507887,success,0,background,train
T6207,2026-01-08 17:55:54,C1250,M90,D584,P2128,152.9740768483754,success,0,background,train
T6208,2026-01-08 18:00:09,C1436,M31,D551,P342,18.683471263824053,success,0,background,train
T6209,2026-01-08 18:01:46,C297,M20,D250,P1508,10.201514409685212,success,0,background,train
T6210,2026-01-08 18:08:18,C1726,M28,D407,P254,57.138607927112645,success,0,background,train
T6211,2026-01-08 18:09:57,C742,M20,D669,P1765,9.148247674471815,success,0,background,train
T6212,2026-01-08 18:11:40,C1816,M53,D549,P1125,123.78429598587307,success,0,background,train
T6213,2026-01-08 18:12:29,C1021,M98,D69,P471,2.189610226800442,success,0,background,train
T6214,2026-01-08 18:14:12,C721,M42,D558,P1906,20.708091923195457,success,0,background,train
T6215,2026-01-08 18:16:21,C1911,M87,D917,P1005,44.71932454268236,success,0,background,train
T6216,2026-01-08 18:19:46,C1016,M56,D324,P1024,76.25007146330306,success,0,background,train
T6217,2026-01-08 18:19:54,C1446,M88,D634,P1068,104.27855919931429,success,0,background,train
T6218,2026-01-08 18:20:34,C1158,M95,D378,P2043,52.86219314470799,success,0,background,train
T6219,2026-01-08 18:21:43,C1598,M27,D347,P722,24.34450668234269,success,0,background,train
T6220,2026-01-08 18:21:48,C1424,M98,D769,P838,5.759302947235383,success,0,background,train
T6221,2026-01-08 18:27:45,C143,M19,D703,P1463,154.60357582844458,success,0,background,train
T6222,2026-01-08 18:29:03,C1967,M13,D643,P1463,21.581094717705408,success,0,background,train
T6223,2026-01-08 18:30:10,C1489,M80,D512,P2042,41.95838631496129,success,0,background,train
T6224,2026-01-08 18:31:16,C1295,M43,D653,P1160,5.030633972800498,success,0,background,train
T6225,2026-01-08 18:31:29,C1143,M2,D362,P672,106.18550298902765,success,0,background,train
T6226,2026-01-08 18:31:30,C1755,M17,D731,P1633,99.5760433695946,success,0,background,train
T6227,2026-01-08 18:32:19,C390,M56,D902,P2192,71.96113579790904,success,0,background,train
T6228,2026-01-08 18:34:05,C1949,M92,D99,P1591,53.70378886613197,success,0,background,train
T6229,2026-01-08 18:36:51,C204,M61,D807,P446,6.099045589962798,success,0,background,train
T6230,2026-01-08 18:38:57,C1923,M48,D730,P249,53.03187867455631,success,0,background,train
T6231,2026-01-08 18:39:29,C1783,M81,D87,P984,7.62816859371086,success,0,background,train
T6232,2026-01-08 18:39:34,C1547,M35,D174,P1023,104.87797662122976,success,0,background,train
T6233,2026-01-08 18:39:36,C1059,M45,D188,P1782,22.785097979730807,success,0,background,train
T6234,2026-01-08 18:40:13,C821,M56,D246,P425,46.506770582584835,success,0,background,train
T6235,2026-01-08 18:41:07,C1957,M72,D957,P591,14.301032995115902,success,0,background,train
T6236,2026-01-08 18:41:54,C616,M93,D533,P1108,6.969703537781472,success,0,background,train
T6237,2026-01-08 18:41:54,C822,M75,D863,P4,23.972422174674115,success,0,background,train
T6238,2026-01-08 18:44:52,C107,M38,D714,P1002,37.374433222160526,success,0,background,train
T6239,2026-01-08 18:47:36,C353,M35,D287,P1534,36.100622186542154,success,0,background,train
T6240,2026-01-08 18:50:37,C1176,M67,D289,P1299,53.07627005979641,success,0,background,train
T6241,2026-01-08 18:53:57,C1143,M32,D859,P1165,47.1265645799848,success,0,background,train
T6242,2026-01-08 18:54:04,C1042,M70,D363,P304,493.35550863881355,success,0,background,train
T6243,2026-01-08 18:56:05,C678,M20,D892,P355,2.8207733517347413,success,0,background,train
T6244,2026-01-08 18:56:27,C1017,M67,D744,P648,68.26083442870755,success,0,background,train
T6245,2026-01-08 18:56:36,C729,M4,D697,P1803,126.83469833107691,success,0,background,train
T6246,2026-01-08 18:57:21,C1706,M18,D872,P275,16.12682606038738,success,0,background,train
T6247,2026-01-08 18:58:10,C451,M73,D182,P491,16.836786781880896,success,0,background,train
T6248,2026-01-08 19:02:47,C1396,M99,D163,P1188,25.19540298093356,success,0,background,train
T6249,2026-01-08 19:04:55,C1177,M12,D532,P1354,59.85753385771366,success,0,background,train
T6250,2026-01-08 19:06:28,C1798,M42,D57,P937,43.697490352253894,success,0,background,train
T6251,2026-01-08 19:06:58,C1887,M69,D490,P679,96.8537496948787,success,0,background,train
T6252,2026-01-08 19:11:58,C103,M38,D94,P508,47.58978609647668,success,0,background,train
T6253,2026-01-08 19:12:14,C2,M22,D650,P1493,32.399761179927516,success,0,background,train
T6254,2026-01-08 19:12:52,C418,M27,D102,P21,35.10818998753677,success,0,background,train
T6255,2026-01-08 19:14:41,C957,M82,D229,P1187,4.768381504048934,success,0,background,train
T6256,2026-01-08 19:18:19,C885,M89,D125,P2182,39.2647322886511,success,0,background,train
T6257,2026-01-08 19:21:51,C404,M24,D972,P1148,3.6233600558408514,success,0,background,train
T6258,2026-01-08 19:23:25,C332,M93,D177,P1442,22.438400906312474,success,0,background,train
T6259,2026-01-08 19:26:47,C399,M92,D608,P2091,251.48383651336624,success,0,background,train
T6260,2026-01-08 19:27:45,C588,M85,D813,P2145,43.30776612624323,failed,0,background,train
T6261,2026-01-08 19:28:47,C788,M96,D361,P2175,48.07562674030828,success,0,background,train
T6262,2026-01-08 19:30:53,C257,M72,D704,P141,12.137120932611545,success,0,background,train
T6263,2026-01-08 19:30:55,C310,M23,D402,P1548,5.143578484848488,success,0,background,train
T6264,2026-01-08 19:31:05,C1290,M41,D150,P400,47.42941939949899,success,0,background,train
T6265,2026-01-08 19:32:31,C640,M10,D502,P262,50.44685767124664,success,0,background,train
T6266,2026-01-08 19:32:56,C54,M25,D75,P1026,5.210870047455797,success,0,background,train
T6267,2026-01-08 19:34:36,C1297,M48,D220,P1624,23.62051918575858,success,0,background,train
T6268,2026-01-08 19:37:28,C1702,M58,D532,P1891,294.05697429411936,success,0,background,train
T6269,2026-01-08 19:37:43,C1642,M57,D31,P476,17.94642402114675,success,0,background,train
T6270,2026-01-08 19:38:16,C801,M22,D21,P426,52.34997577211877,success,0,background,train
T6271,2026-01-08 19:38:40,C169,M4,D905,P1057,141.0278998448651,success,0,background,train
T6272,2026-01-08 19:39:43,C1703,M74,D734,P97,100.03631593538114,success,0,background,train
T6273,2026-01-08 19:40:24,C489,M79,D91,P832,19.39626957713051,success,0,background,train
T6274,2026-01-08 19:42:05,C509,M73,D531,P1536,11.198490684722213,success,0,background,train
T6275,2026-01-08 19:43:22,C579,M63,D243,P531,17.68195716460151,failed,0,background,train
T6276,2026-01-08 19:48:45,C39,M56,D880,P2235,22.96893578064822,success,0,background,train
T6277,2026-01-08 19:49:18,C1816,M47,D762,P368,36.08568656201812,success,0,background,train
T6278,2026-01-08 19:50:47,C1080,M51,D964,P975,17.372956135458764,success,0,background,train
T6279,2026-01-08 19:52:09,C451,M26,D880,P1070,51.14753160071115,success,0,background,train
T6280,2026-01-08 19:58:09,C1080,M54,D122,P71,82.85507926627258,success,0,background,train
T6281,2026-01-08 19:58:42,C809,M93,D402,P1471,17.080748811625412,success,0,background,train
T6282,2026-01-08 19:59:02,C1872,M43,D3,P2338,12.679865586402686,success,0,background,train
T6283,2026-01-08 19:59:40,C51,M24,D445,P475,3.5689844827927253,failed,0,background,train
T6284,2026-01-08 20:06:40,C366,M16,D230,P1776,18.270639001985604,success,0,background,train
T6285,2026-01-08 20:06:45,C1605,M40,D136,P144,50.116518202239796,success,0,background,train
T6286,2026-01-08 20:06:49,C1151,M4,D208,P1741,30.958823997616964,success,0,background,train
T6287,2026-01-08 20:08:10,C746,M13,D859,P1682,30.121259157775658,success,0,background,train
T6288,2026-01-08 20:09:11,C579,M70,D522,P931,771.8854869734346,success,0,background,train
T6289,2026-01-08 20:10:16,C1358,M16,D966,P1016,11.665037030896412,success,0,background,train
T6290,2026-01-08 20:13:35,C610,M53,D449,P1083,52.33123231969556,success,0,background,train
T6291,2026-01-08 20:15:25,C1044,M6,D58,P952,2.5118235560066364,success,0,background,train
T6292,2026-01-08 20:16:01,C3,M90,D578,P2255,87.14552774703746,success,0,background,train
T6293,2026-01-08 20:17:40,C1377,M14,D210,P869,11.581909798871505,success,0,background,train
T6294,2026-01-08 20:18:08,C686,M19,D305,P147,230.40348579455804,success,0,background,train
T6295,2026-01-08 20:18:21,C1743,M35,D255,P1448,47.669195234435726,success,0,background,train
T6296,2026-01-08 20:19:56,C1911,M6,D685,P1474,2.9319424949218957,success,0,background,train
T6297,2026-01-08 20:20:35,C326,M48,D741,P2174,21.22732052789605,success,0,background,train
T6298,2026-01-08 20:23:02,C908,M12,D132,P2171,96.01135182103756,success,0,background,train
T6299,2026-01-08 20:26:38,C898,M26,D72,P1324,30.55492511118415,success,0,background,train
T6300,2026-01-08 20:27:38,C1626,M42,D637,P206,35.66714245735535,success,0,background,train
T6301,2026-01-08 20:29:05,C1412,M79,D541,P1035,18.692089199920808,success,0,background,train
T6302,2026-01-08 20:42:13,C66,M7,D613,P557,15.540165225879464,success,0,background,train
T6303,2026-01-08 20:43:12,C1770,M25,D774,P332,4.9518133920886305,failed,0,background,train
T6304,2026-01-08 20:43:40,C434,M77,D677,P928,59.98016357304001,success,0,background,train
T6305,2026-01-08 20:49:47,C1259,M88,D754,P188,40.327171032684525,success,0,background,train
T6306,2026-01-08 20:50:00,C1071,M83,D462,P493,28.239114203426734,success,0,background,train
T6307,2026-01-08 20:50:20,C1706,M43,D883,P2365,3.745959060453059,success,0,background,train
T6308,2026-01-08 20:52:08,C1190,M49,D431,P33,36.22534920632344,success,0,background,train
T6309,2026-01-08 20:53:01,C635,M22,D712,P174,24.145679481044837,success,0,background,train
T6310,2026-01-08 21:00:51,C1646,M64,D315,P192,15.024260635454485,success,0,background,train
T6311,2026-01-08 21:01:07,C227,M72,D841,P1966,15.389620446014755,success,0,background,train
T6312,2026-01-08 21:01:18,C1737,M40,D301,P1893,102.8291766812463,success,0,background,train
T6313,2026-01-08 21:05:49,C205,M29,D581,P2282,19.04743387649756,success,0,background,train
T6314,2026-01-08 21:06:06,C285,M96,D982,P1831,23.63242533912318,success,0,background,train
T6315,2026-01-08 21:07:01,C119,M28,D829,P828,60.894070021675844,success,0,background,train
T6316,2026-01-08 21:08:20,C1743,M87,D635,P1070,18.107320067806807,success,0,background,train
T6317,2026-01-08 21:15:10,C1843,M39,D500,P406,6.997393859212302,success,0,background,train
T6318,2026-01-08 21:22:25,C1652,M80,D318,P854,115.70964028681985,success,0,background,train
T6319,2026-01-08 21:22:43,C984,M60,D685,P1008,58.07986990130783,success,0,background,train
T6320,2026-01-08 21:24:59,C1042,M36,D366,P1452,29.132335843697128,success,0,background,train
T6321,2026-01-08 21:27:02,C578,M83,D733,P2184,11.250659686493695,success,0,background,train
T6322,2026-01-08 21:30:08,C136,M17,D840,P1013,153.1183358701536,success,0,background,train
T6323,2026-01-08 21:36:30,C366,M49,D912,P2000,40.35895409093251,success,0,background,train
T6324,2026-01-08 21:38:04,C389,M54,D516,P343,54.134431266294875,success,0,background,train
T6325,2026-01-08 21:39:51,C122,M59,D195,P1114,201.27921584910686,success,0,background,train
T6326,2026-01-08 21:41:13,C1829,M78,D777,P2076,3.7624574299940616,failed,0,background,train
T6327,2026-01-08 21:43:47,C356,M58,D254,P387,280.71673227090827,success,0,background,train
T6328,2026-01-08 21:44:42,C1128,M72,D114,P2432,19.91543225204715,success,0,background,train
T6329,2026-01-08 21:45:59,C806,M79,D518,P1204,11.050926504679783,success,0,background,train
T6330,2026-01-08 21:49:27,C272,M75,D459,P1520,27.292275269311514,success,0,background,train
T6331,2026-01-08 21:49:47,C1716,M42,D976,P33,17.260227840127218,success,0,background,train
T6332,2026-01-08 21:52:14,C1123,M38,D119,P111,49.092662141000446,failed,0,background,train
T6333,2026-01-08 21:53:24,C1681,M74,D369,P481,67.26329796402058,success,0,background,train
T6334,2026-01-08 21:56:10,C1312,M35,D579,P1100,51.77547833123652,success,0,background,train
T6335,2026-01-08 21:57:21,C418,M79,D229,P2284,16.302749836262443,success,0,background,train
T6336,2026-01-08 21:58:33,C14,M12,D498,P748,46.67243471078703,success,0,background,train
T6337,2026-01-08 21:59:22,C1200,M85,D328,P21,22.366848050384046,failed,0,background,train
T6338,2026-01-08 22:10:08,C1921,M38,D38,P2041,182.6388954391676,success,0,background,train
T6339,2026-01-08 22:14:57,C748,M7,D135,P848,14.012104120387013,success,0,background,train
T6340,2026-01-08 22:15:55,C598,M59,D275,P1741,132.910987011437,success,0,background,train
T6341,2026-01-08 22:17:06,C1793,M1,D141,P1103,631.9425501540835,success,0,background,train
T6342,2026-01-08 22:17:37,C590,M58,D598,P1825,356.2821533703039,success,0,background,train
T6343,2026-01-08 22:18:53,C48,M81,D562,P186,73.93837806480042,success,0,background,train
T6344,2026-01-08 22:20:53,C1869,M67,D539,P2188,58.39704878384731,success,0,background,train
T6345,2026-01-08 22:22:46,C801,M39,D341,P2399,6.700304150772914,success,0,background,train
T6346,2026-01-08 22:24:27,C105,M73,D674,P372,4.940076804604986,success,0,background,train
T6347,2026-01-08 22:24:38,C954,M86,D963,P522,33.78160400301865,success,0,background,train
T6348,2026-01-08 22:27:40,C366,M29,D924,P1555,48.41749370214478,success,0,background,train
T6349,2026-01-08 22:28:28,C1947,M23,D921,P1725,2.5562975209768304,success,0,background,train
T6350,2026-01-08 22:31:06,C1704,M77,D180,P2040,137.4469379300212,success,0,background,train
T6351,2026-01-08 22:32:08,C758,M61,D468,P1383,4.461847522923814,failed,0,background,train
T6352,2026-01-08 22:32:41,C718,M52,D142,P2068,14.4986814286508,success,0,background,train
T6353,2026-01-08 22:38:52,C1811,M51,D768,P1797,23.2164961553873,success,0,background,train
T6354,2026-01-08 22:38:59,C853,M57,D333,P276,38.16708843476593,success,0,background,train
T6355,2026-01-08 22:41:16,C1467,M26,D784,P467,35.45522217554871,success,0,background,train
T6356,2026-01-08 22:51:00,C1789,M66,D945,P719,8.252262422981175,success,0,background,train
T6357,2026-01-08 22:51:11,C1306,M89,D734,P523,23.160128726290058,failed,0,background,train
T6358,2026-01-08 22:54:00,C1513,M71,D530,P2261,6.414091330106442,success,0,background,train
T6359,2026-01-08 22:57:42,C253,M91,D167,P777,10.96523804662101,success,0,background,train
T6360,2026-01-08 23:00:18,C1248,M67,D328,P2329,39.61217102690547,success,0,background,train
T6361,2026-01-08 23:03:21,C1138,M63,D174,P2090,14.726429898664295,success,0,background,train
T6362,2026-01-08 23:04:33,C1520,M27,D627,P281,19.385679081054285,success,0,background,train
T6363,2026-01-08 23:04:49,C1626,M80,D205,P550,46.20483982835127,failed,0,background,train
T6364,2026-01-08 23:05:24,C550,M72,D54,P682,26.956931134188128,success,0,background,train
T6365,2026-01-08 23:09:09,C57,M74,D853,P442,254.89639160523225,success,0,background,train
T6366,2026-01-08 23:09:10,C2,M58,D916,P1963,299.31452400398405,failed,0,background,train
T6367,2026-01-08 23:11:13,C736,M76,D290,P2398,19.936877314831076,success,0,background,train
T6368,2026-01-08 23:12:40,C1852,M97,D868,P1088,48.04284729857668,success,0,background,train
T6369,2026-01-08 23:18:31,C504,M22,D342,P1994,20.625273650333277,success,0,background,train
T6370,2026-01-08 23:18:47,C1904,M21,D501,P1170,13.31475636481861,success,0,background,train
T6371,2026-01-08 23:23:52,C374,M71,D341,P657,4.416808537843902,failed,0,background,train
T6372,2026-01-08 23:24:03,C600,M50,D339,P1764,43.120102051925144,success,0,background,train
T6373,2026-01-08 23:25:22,C1794,M35,D563,P1483,77.66464131731911,success,0,background,train
T6374,2026-01-08 23:27:26,C309,M40,D412,P1392,91.20394977426832,success,0,background,train
T6375,2026-01-08 23:27:35,C274,M21,D512,P2365,9.978911128521558,success,0,background,train
T6376,2026-01-08 23:28:51,C1403,M29,D864,P1957,33.53397585561264,success,0,background,train
T6377,2026-01-08 23:34:03,C540,M8,D259,P832,177.47636396081364,success,0,background,train
T6378,2026-01-08 23:34:07,C1851,M29,D126,P71,53.81784453426533,success,0,background,train
T6379,2026-01-08 23:35:35,C784,M61,D339,P1534,6.1312465759926775,success,0,background,train
T6380,2026-01-08 23:38:23,C1830,M24,D198,P1161,0.9301862424148869,success,0,background,train
T6381,2026-01-08 23:38:26,C1967,M28,D67,P1428,71.8999297248937,failed,0,background,train
T6382,2026-01-08 23:39:43,C191,M40,D95,P50,99.57105729398361,success,0,background,train
T6383,2026-01-08 23:41:26,C1084,M74,D295,P339,166.8868453325326,success,0,background,train
T6384,2026-01-08 23:41:32,C1431,M5,D611,P949,17.07160739997796,success,0,background,train
T6385,2026-01-08 23:42:36,C587,M23,D180,P705,3.0018077125717086,success,0,background,train
T6386,2026-01-08 23:43:19,C1177,M93,D665,P1451,19.77196808495045,success,0,background,train
T6387,2026-01-08 23:50:44,C1997,M30,D280,P261,36.09332963370433,success,0,background,train
T6388,2026-01-08 23:51:38,C846,M71,D136,P751,18.032413861373197,success,0,background,train
T6389,2026-01-08 23:52:05,C114,M50,D954,P1526,15.271330758693717,success,0,background,train
T6390,2026-01-08 23:54:42,C1340,M71,D447,P886,3.8752664875368406,success,0,background,train
T6391,2026-01-08 23:55:10,C1176,M78,D976,P860,9.159736523043357,success,0,background,train
T6392,2026-01-08 23:55:27,C466,M9,D33,P967,92.66719638309014,success,0,background,train
T6393,2026-01-08 23:59:21,C667,M30,D389,P1788,59.03548652507091,success,0,background,train
T6394,2026-01-09 00:01:51,C1605,M5,D0,P1652,10.680591274782138,success,0,background,train
T6395,2026-01-09 00:02:37,C1725,M55,D661,P652,16.098565758483716,success,0,background,train
T6396,2026-01-09 00:04:26,C101,M22,D11,P2091,30.767166167314016,success,0,background,train
T6397,2026-01-09 00:10:43,C1291,M23,D196,P2134,6.7374910819775025,success,0,background,train
T6398,2026-01-09 00:11:59,C1984,M1,D29,P703,215.2738329829657,success,0,background,train
T6399,2026-01-09 00:12:07,C1268,M16,D174,P1996,23.423496255689138,success,0,background,train
T6400,2026-01-09 00:16:12,C243,M29,D684,P160,39.909398731464,failed,0,background,train
T6401,2026-01-09 00:17:43,C926,M16,D462,P1199,23.731727227286964,success,0,background,train
T6402,2026-01-09 00:22:28,C1681,M62,D455,P64,74.88532890729974,success,0,background,train
T6403,2026-01-09 00:22:57,C1098,M29,D392,P1623,6.950943467072181,success,0,background,train
T6404,2026-01-09 00:23:33,C30,M28,D91,P1660,37.999349486191925,success,0,background,train
T6405,2026-01-09 00:24:34,C277,M90,D990,P1306,16.34739966840171,success,0,background,train
T6406,2026-01-09 00:27:12,C301,M82,D884,P2023,7.372573462766995,success,0,background,train
T6407,2026-01-09 00:27:52,C576,M20,D948,P1282,11.689777227129142,success,0,background,train
T6408,2026-01-09 00:31:11,C646,M84,D776,P1573,26.77166710182788,success,0,background,train
T6409,2026-01-09 00:31:28,C516,M48,D745,P2080,30.058512653963575,success,0,background,train
T6410,2026-01-09 00:33:13,C1271,M79,D817,P2203,39.47803875706014,success,0,background,train
T6411,2026-01-09 00:33:30,C1421,M55,D836,P1828,32.113572851716086,failed,0,background,train
T6412,2026-01-09 00:33:57,C721,M14,D529,P2408,22.174024622156715,success,0,background,train
T6413,2026-01-09 00:41:31,C1172,M65,D349,P2222,33.474738641609974,success,0,background,train
T6414,2026-01-09 00:48:22,C1449,M29,D58,P1010,30.4065775918207,success,0,background,train
T6415,2026-01-09 00:51:17,C1715,M22,D831,P101,29.26155569774275,success,0,background,train
T6416,2026-01-09 00:58:27,C1725,M12,D271,P233,73.04259680219856,success,0,background,train
T6417,2026-01-09 00:58:39,C342,M59,D10,P289,146.91137917191602,success,0,background,train
T6418,2026-01-09 01:01:04,C22,M76,D281,P1032,71.69924902799451,success,0,background,train
T6419,2026-01-09 01:03:17,C855,M22,D649,P2122,35.90193116558318,success,0,background,train
T6420,2026-01-09 01:03:43,C509,M66,D708,P68,14.27321217384164,success,0,background,train
T6421,2026-01-09 01:04:42,C1914,M70,D624,P1665,624.8870292622605,success,0,background,train
T6422,2026-01-09 01:05:31,C828,M93,D450,P1389,17.579640479617805,failed,0,background,train
T6423,2026-01-09 01:05:40,C1981,M26,D734,P1709,29.792277423941613,success,0,background,train
T6424,2026-01-09 01:06:32,C839,M71,D556,P19,4.3699277650294714,success,0,background,train
T6425,2026-01-09 01:08:13,C321,M7,D820,P116,17.831300226784897,success,0,background,train
T6426,2026-01-09 01:08:36,C960,M28,D60,P276,48.30550231189791,success,0,background,train
T6427,2026-01-09 01:11:33,C1125,M8,D135,P920,150.21609315386064,success,0,background,train
T6428,2026-01-09 01:11:55,C1187,M48,D285,P1442,12.691634613923764,success,0,background,train
T6429,2026-01-09 01:12:49,C1039,M32,D328,P1037,50.089026153883374,failed,0,background,train
T6430,2026-01-09 01:14:51,C1287,M4,D629,P1453,80.74103701461232,success,0,background,train
T6431,2026-01-09 01:16:03,C1389,M52,D887,P1764,87.70684952869345,success,0,background,train
T6432,2026-01-09 01:17:29,C1332,M11,D23,P1233,43.55255220242503,success,0,background,train
T6433,2026-01-09 01:18:03,C1741,M98,D583,P1539,5.606159809569213,success,0,background,train
T6434,2026-01-09 01:22:10,C49,M31,D410,P2438,18.01593867629069,success,0,background,train
T6435,2026-01-09 01:23:18,C332,M30,D976,P1304,53.15901055319222,success,0,background,train
T6436,2026-01-09 01:24:33,C1431,M93,D153,P986,22.900386103843562,success,0,background,train
T6437,2026-01-09 01:26:22,C193,M64,D130,P2093,8.403694534969917,success,0,background,train
T6438,2026-01-09 01:29:32,C1060,M40,D909,P308,126.49270619571841,success,0,background,train
T6439,2026-01-09 01:30:03,C1181,M71,D685,P305,9.019580371337515,success,0,background,train
T6440,2026-01-09 01:34:26,C1730,M59,D701,P1585,112.82244444458429,success,0,background,train
T6441,2026-01-09 01:35:52,C420,M26,D665,P1431,28.052457289546147,success,0,background,train
T6442,2026-01-09 01:39:02,C1244,M99,D775,P471,86.88445540837377,success,0,background,train
T6443,2026-01-09 01:39:40,C532,M72,D257,P986,13.02614645624179,success,0,background,train
T6444,2026-01-09 01:42:10,C588,M98,D784,P1045,9.778655409706648,success,0,background,train
T6445,2026-01-09 01:44:19,C1404,M90,D79,P47,56.561270454133926,success,0,background,train
T6446,2026-01-09 01:44:51,C109,M75,D873,P1193,51.66020164196126,success,0,background,train
T6447,2026-01-09 01:54:42,C1926,M21,D405,P1598,11.513814931948929,success,0,background,train
T6448,2026-01-09 02:00:24,C587,M83,D176,P1723,30.243813316993798,success,0,background,train
T6449,2026-01-09 02:01:35,C68,M90,D549,P363,32.01364470512056,success,0,background,train
T6450,2026-01-09 02:02:35,C1457,M28,D402,P380,45.34059204695493,success,0,background,train
T6451,2026-01-09 02:02:55,C1017,M69,D697,P589,47.881998265879325,success,0,background,train
T6452,2026-01-09 02:06:57,C1031,M86,D613,P1283,15.070928844842575,success,0,background,train
T6453,2026-01-09 02:09:32,C475,M70,D166,P2102,1114.575961279876,success,0,background,train
T6454,2026-01-09 02:11:25,C489,M88,D235,P292,240.3150025790312,success,0,background,train
T6455,2026-01-09 02:12:45,C1110,M60,D142,P1599,33.054541663882006,failed,0,background,train
T6456,2026-01-09 02:18:58,C1548,M8,D562,P2066,138.06181410430892,success,0,background,train
T6457,2026-01-09 02:19:07,C458,M98,D411,P851,7.519408242068623,failed,0,background,train
T6458,2026-01-09 02:19:31,C1666,M53,D183,P20,59.9849905786162,success,0,background,train
T6459,2026-01-09 02:20:15,C1890,M42,D419,P1554,44.774391967599456,failed,0,background,train
T6460,2026-01-09 02:20:19,C552,M64,D167,P2153,23.8381695753022,success,0,background,train
T6461,2026-01-09 02:22:46,C1484,M90,D0,P2144,65.8772198394277,success,0,background,train
T6462,2026-01-09 02:40:13,C247,M66,D621,P1779,23.48382261667356,success,0,background,train
T6463,2026-01-09 02:40:36,C1485,M45,D251,P1850,19.797366344338347,success,0,background,train
T6464,2026-01-09 02:41:11,C27,M40,D317,P1294,90.58717159992125,success,0,background,train
T6465,2026-01-09 02:43:07,C1685,M45,D871,P923,14.038284357441265,success,0,background,train
T6466,2026-01-09 02:43:32,C1173,M15,D614,P1682,231.305977980872,failed,0,background,train
T6467,2026-01-09 02:46:07,C1847,M28,D643,P1324,108.15638675092454,success,0,background,train
T6468,2026-01-09 02:47:27,C361,M95,D391,P1536,98.09194661875681,success,0,background,train
T6469,2026-01-09 02:47:55,C208,M97,D538,P68,28.06890882948477,success,0,background,train
T6470,2026-01-09 02:48:07,C1315,M41,D681,P1054,17.218439654152377,failed,0,background,train
T6471,2026-01-09 02:50:19,C469,M75,D572,P2215,21.07947918245608,success,0,background,train
T6472,2026-01-09 02:53:42,C96,M93,D18,P1920,21.982904759120082,success,0,background,train
T6473,2026-01-09 02:56:02,C172,M69,D326,P2249,57.70854682259882,success,0,background,train
T6474,2026-01-09 02:57:26,C1690,M39,D659,P709,17.933324440093635,success,0,background,train
T6475,2026-01-09 02:57:30,C1829,M65,D362,P674,17.354508114441543,success,0,background,train
